"Identificação do post","Identificação da Página","Nome da Página",Título,Descrição,"Duração (s)","Horário de publicação","Tipo de legenda","Link permanente","É um post cruzado","É compartilhado","Tipo de post",Idiomas,"Rótulos personalizados","Status do conteúdo financiado","Comentário de dados",Data,Visualizações,Alcance,"Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Total de cliques","Visualizações de Posts orgânicos","Visualizações de Posts turbinados","Alcance de Posts orgânicos","Alcance de Posts turbinados","Visualizações de 3 segundos do vídeo","Visualizações do vídeo de 1 minuto","Visualizadores de 3 segundos","Visualizadores de 1 minuto","Visualizações do vídeo de 3 segundos de Posts turbinados","Visualizações do vídeo de 3 segundos de Posts orgânicos","Visualizações do vídeo de Recomendações por no mínimo 1 minuto","Visualizações do vídeo de Compartilhamentos por no mínimo 1 minuto","Visualizações do vídeo de Seguidores por no mínimo 1 minuto","Visualizações do vídeo de Posts turbinados por no mínimo 1 minuto","Segundos de visualização de Recomendações","Segundos de visualização de Compartilhamentos","Segundos de visualização de Seguidores","Segundos de visualização de Posts turbinados","Média de Segundos de visualização de Recomendações","Média de Segundos de visualização de Compartilhamentos","Média de Segundos de visualização de Seguidores","Média de Segundos de visualização de Posts turbinados","Feedbacks negativos dos usuários","Feedbacks negativos únicos dos usuários","Consumo por direcionamento de público correspondente (Photo Click)","Outros cliques","Segundos de visualização","Média de Segundos de visualização","Ganhos estimados (USD)","Impressões do anúncio","Porcentagem do total de visualizações no intervalo 0","Porcentagem do total de visualizações no intervalo 1","Porcentagem do total de visualizações no intervalo 2","Porcentagem do total de visualizações no intervalo 3","Porcentagem do total de visualizações no intervalo 4","Porcentagem do total de visualizações no intervalo 5","Porcentagem do total de visualizações no intervalo 6","Porcentagem do total de visualizações no intervalo 7","Porcentagem do total de visualizações no intervalo 8","Porcentagem do total de visualizações no intervalo 9","Porcentagem do total de visualizações no intervalo 10","Porcentagem do total de visualizações no intervalo 11","Porcentagem do total de visualizações no intervalo 12","Porcentagem do total de visualizações no intervalo 13","Porcentagem do total de visualizações no intervalo 14","Porcentagem do total de visualizações no intervalo 15","Porcentagem do total de visualizações no intervalo 16","Porcentagem do total de visualizações no intervalo 17","Porcentagem do total de visualizações no intervalo 18","Porcentagem do total de visualizações no intervalo 19","Porcentagem do total de visualizações no intervalo 20","Porcentagem do total de visualizações no intervalo 21","Porcentagem do total de visualizações no intervalo 22","Porcentagem do total de visualizações no intervalo 23","Porcentagem do total de visualizações no intervalo 24","Porcentagem do total de visualizações no intervalo 25","Porcentagem do total de visualizações no intervalo 26","Porcentagem do total de visualizações no intervalo 27","Porcentagem do total de visualizações no intervalo 28","Porcentagem do total de visualizações no intervalo 29","Porcentagem do total de visualizações no intervalo 30","Porcentagem do total de visualizações no intervalo 31","Porcentagem do total de visualizações no intervalo 32","Porcentagem do total de visualizações no intervalo 33","Porcentagem do total de visualizações no intervalo 34","Porcentagem do total de visualizações no intervalo 35","Porcentagem do total de visualizações no intervalo 36","Porcentagem do total de visualizações no intervalo 37","Porcentagem do total de visualizações no intervalo 38","Porcentagem do total de visualizações no intervalo 39","Porcentagem do total de visualizações no intervalo 40","CPM do anúncio (USD)","Porcentagem de visualizações de15 segundos no intervalo 0","Porcentagem de visualizações de15 segundos no intervalo 1","Porcentagem de visualizações de15 segundos no intervalo 2","Porcentagem de visualizações de15 segundos no intervalo 3","Porcentagem de visualizações de15 segundos no intervalo 4","Porcentagem de visualizações de15 segundos no intervalo 5","Porcentagem de visualizações de15 segundos no intervalo 6","Porcentagem de visualizações de15 segundos no intervalo 7","Porcentagem de visualizações de15 segundos no intervalo 8","Porcentagem de visualizações de15 segundos no intervalo 9","Porcentagem de visualizações de15 segundos no intervalo 10","Porcentagem de visualizações de15 segundos no intervalo 11","Porcentagem de visualizações de15 segundos no intervalo 12","Porcentagem de visualizações de15 segundos no intervalo 13","Porcentagem de visualizações de15 segundos no intervalo 14","Porcentagem de visualizações de15 segundos no intervalo 15","Porcentagem de visualizações de15 segundos no intervalo 16","Porcentagem de visualizações de15 segundos no intervalo 17","Porcentagem de visualizações de15 segundos no intervalo 18","Porcentagem de visualizações de15 segundos no intervalo 19","Porcentagem de visualizações de15 segundos no intervalo 20","Porcentagem de visualizações de15 segundos no intervalo 21","Porcentagem de visualizações de15 segundos no intervalo 22","Porcentagem de visualizações de15 segundos no intervalo 23","Porcentagem de visualizações de15 segundos no intervalo 24","Porcentagem de visualizações de15 segundos no intervalo 25","Porcentagem de visualizações de15 segundos no intervalo 26","Porcentagem de visualizações de15 segundos no intervalo 27","Porcentagem de visualizações de15 segundos no intervalo 28","Porcentagem de visualizações de15 segundos no intervalo 29","Porcentagem de visualizações de15 segundos no intervalo 30","Porcentagem de visualizações de15 segundos no intervalo 31","Porcentagem de visualizações de15 segundos no intervalo 32","Porcentagem de visualizações de15 segundos no intervalo 33","Porcentagem de visualizações de15 segundos no intervalo 34","Porcentagem de visualizações de15 segundos no intervalo 35","Porcentagem de visualizações de15 segundos no intervalo 36","Porcentagem de visualizações de15 segundos no intervalo 37","Porcentagem de visualizações de15 segundos no intervalo 38","Porcentagem de visualizações de15 segundos no intervalo 39","Porcentagem de visualizações de15 segundos no intervalo 40","Visualizações de 3 segundos do vídeo por público mais relevante (M, 35-44)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 45-54)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 25-34)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 35-44)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 55-64)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 45-54)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 65+)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 18-24)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 25-34)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 18-24)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 55-64)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 65+)","Visualizações de 3 segundos do vídeo por país (Brazil (BR))","Visualizações de 3 segundos do vídeo por país (Paraguay (PY))","Visualizações de 3 segundos do vídeo por país (Argentina (AR))","Visualizações de 3 segundos do vídeo por país (Angola (AO))","Visualizações de 3 segundos do vídeo por país (China (CN))","Visualizações de 3 segundos do vídeo por país (Mozambique (MZ))","Visualizações de 3 segundos do vídeo por país (Cape Verde (CV))","Visualizações de 3 segundos do vídeo por país (Portugal (PT))","Visualizações de 3 segundos do vídeo por país (Colombia (CO))","Visualizações de 3 segundos do vídeo por país (Uruguay (UY))","Visualizações de 3 segundos do vídeo por país (Romania (RO))","Visualizações de 3 segundos do vídeo por país (Peru (PE))","Visualizações de 3 segundos do vídeo por país (Germany (DE))","Visualizações de 3 segundos do vídeo por país (Japan (JP))","Visualizações de 3 segundos do vídeo por país (Spain (ES))","Visualizações de 3 segundos do vídeo por país (Taiwan (TW))","Visualizações de 3 segundos do vídeo por país (Algeria (DZ))","Visualizações de 3 segundos do vídeo por país (Mexico (MX))","Visualizações de 3 segundos do vídeo por país (United States (US))","Visualizações de 3 segundos do vídeo por país (France (FR))","Visualizações de 3 segundos do vídeo por país (Bolivia (BO))","Visualizações de 3 segundos do vídeo por país (Australia (AU))","Visualizações de 3 segundos do vídeo por país (Saudi Arabia (SA))","Visualizações de 3 segundos do vídeo por país (Canada (CA))","Visualizações de 3 segundos do vídeo por país (Chile (CL))","Visualizações de 3 segundos do vídeo por país (Costa Rica (CR))","Visualizações de 3 segundos do vídeo por país (Ecuador (EC))","Visualizações de 3 segundos do vídeo por país (Venezuela (VE))","Visualizações de 3 segundos do vídeo por país (Nicaragua (NI))","Visualizações de 3 segundos do vídeo por país (Guatemala (GT))","Visualizações de 3 segundos do vídeo por país (El Salvador (SV))","Visualizações de 3 segundos do vídeo por país (Dominican Republic (DO))","Visualizações de 3 segundos do vídeo por país (Panama (PA))","Visualizações de 3 segundos do vídeo por país (South Africa (ZA))","Visualizações de 3 segundos do vídeo por país (Switzerland (CH))","Visualizações de 3 segundos do vídeo por país (Israel (IL))","Visualizações de 3 segundos do vídeo por país (United Kingdom (GB))","Visualizações de 3 segundos do vídeo por país (Ireland (IE))","Visualizações de 3 segundos do vídeo por país (Italy (IT))","Visualizações de 3 segundos do vídeo por país (Puerto Rico (PR))","Visualizações de 3 segundos do vídeo por país (Guinea-Bissau (GW))","Visualizações de 3 segundos do vídeo por país (French Guiana (GF))","Visualizações de 3 segundos do vídeo por país (Netherlands (NL))","Visualizações de 3 segundos do vídeo por país (Macau (MO))","Visualizações de 3 segundos do vídeo por país (Democratic Republic of the Congo (CD))","Visualizações de 3 segundos do vídeo por país (India (IN))","Visualizações de 3 segundos do vídeo por país (Malawi (MW))","Visualizações de 3 segundos do vídeo por país (Sao Tome and Principe (ST))","Visualizações de 3 segundos do vídeo por país (Cambodia (KH))","Visualizações de 3 segundos do vídeo por país (Syria (SY))","Visualizações de 3 segundos do vídeo por país (Morocco (MA))","Visualizações de 3 segundos do vídeo por país (Egypt (EG))","Visualizações de 3 segundos do vídeo por país (Bangladesh (BD))","Visualizações de 3 segundos do vídeo por país (Sudan (SD))","Visualizações de 3 segundos do vídeo por país (Iraq (IQ))","Visualizações de 3 segundos do vídeo por país (Tunisia (TN))","Visualizações de 3 segundos do vídeo por país (Pakistan (PK))","Visualizações de 3 segundos do vídeo por país (Turkey (TR))","Visualizações de 3 segundos do vídeo por país (Jordan (JO))","Visualizações de 3 segundos do vídeo por país (Cuba (CU))","Visualizações de 3 segundos do vídeo por país (Belgium (BE))","Visualizações de 3 segundos do vídeo por país (Luxembourg (LU))","Visualizações de 3 segundos do vídeo por país (Libya (LY))","Visualizações de 3 segundos do vídeo por país (Republic of the Congo (CG))"
122173384598772199,61573165978085,"Mega Eletrônicos Paraguai","📱 Celulares por menos de R$500?
Sim! Aqui na Mega Eletrônicos temos muitas opções de celulares econômicos com ótimo custo-benefício 😄
👉 Se você curtiu, já nos segue e vem conferir todos os melhores preços que temos!
📍 Estamos em Ciudad del Este, Paraguai, a 350 m da fronteira com Foz do Iguaçu — te esperamos!

#megaeletronicos #celularesbaratos #preçobaixo #celulares500reais #smartphones #descontos #ofertas #ciudaddeleste #paraguai #eletronicos #tecnologia #promoção #cellphones #brazil","📱 Celulares por menos de R$500?
Sim! Aqui na Mega Eletrônicos temos muitas opções de celulares econômicos com ótimo custo-benefício 😄
👉 Se você curtiu, já nos segue e vem conferir todos os melhores preços que temos!
📍 Estamos em Ciudad del Este, Paraguai, a 350 m da fronteira com Foz do Iguaçu — te esperamos!

#megaeletronicos #celularesbaratos #preçobaixo #celulares500reais #smartphones #descontos #ofertas #ciudaddeleste #paraguai #eletronicos #tecnologia #promoção #cellphones #brazil",82,"02/05/2026 04:30",N/A,https://www.facebook.com/reel/1156517313046204/,0,0,Reels,,,,,Total,667,485,8,6,0,2,9,666,0,485,0,224,,,,0,224,,,,,,,,,,,,,,,,9,7420.345,12.86,0,0,1,1,0.87,0.7,0.61,0.56,0.5,0.46,0.44,0.42,0.38,0.35,0.33,0.32,0.31,0.28,0.26,0.25,0.24,0.24,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.12,0.1,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122173622498772199,61573165978085,"Mega Eletrônicos Paraguai","Algumas imagens não se gravam… se conquistam. 🎥✨

O DJI Mini 4K Fly More Combo entrega engenharia de precisão em um corpo ultracompacto, com gravação em 4K, estabilidade profissional e detalhes que elevam o nível do seu conteúdo.

Com GPS inteligente, retorno automático e controle absoluto, você foca no que realmente importa: criar.
E com o Fly More Combo, você tem mais tempo no ar, mais liberdade e zero interrupções.

Criado para quem não aceita imagens comuns.
Viaje. Filme. Eleve seu padrão.
Garanta o seu agora.

#djimini4k #djidrone #drone4k #flymorecombo #criadoresdeconteudo #fotografiaaerea #videomaker #tecnologia","Algumas imagens não se gravam… se conquistam. 🎥✨

O DJI Mini 4K Fly More Combo entrega engenharia de precisão em um corpo ultracompacto, com gravação em 4K, estabilidade profissional e detalhes que elevam o nível do seu conteúdo.

Com GPS inteligente, retorno automático e controle absoluto, você foca no que realmente importa: criar.
E com o Fly More Combo, você tem mais tempo no ar, mais liberdade e zero interrupções.

Criado para quem não aceita imagens comuns.
Viaje. Filme. Eleve seu padrão.
Garanta o seu agora.

#djimini4k #djidrone #drone4k #flymorecombo #criadoresdeconteudo #fotografiaaerea #videomaker #tecnologia",34,"02/07/2026 05:58",N/A,https://www.facebook.com/reel/1479794606902219/,0,0,Reels,,,,,Total,762,678,11,6,2,3,6,761,0,678,0,297,,,,0,297,,,,,,,,,,,,,,,,6,5600.054,8.446,0,0,1,1,1,1,0.93,0.87,0.83,0.74,0.67,0.58,0.53,0.51,0.45,0.43,0.41,0.39,0.36,0.35,0.34,0.33,0.31,0.3,0.29,0.27,0.27,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.21,0.21,0.21,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122174149742772199,61573165978085,"Mega Eletrônicos Paraguai","Somos 400 mil. 🚀🇵🇾

400 mil clientes que confiam, acreditam e escolhem a Mega como a melhor opção de compras no Paraguai!

Nada disso seria possível sem vocês.
Obrigado por fazerem parte da nossa história e por confiarem em nosso compromisso de sempre entregar o melhor aos nossos clientes.

A comemoração é nossa, mas a vantagem de ser MEGACLIENTE é sempre de vocês. 🔥

#MegaEletronicos #Paraguai #400K #Tecnologia #PreçoBaixo","Somos 400 mil. 🚀🇵🇾

400 mil clientes que confiam, acreditam e escolhem a Mega como a melhor opção de compras no Paraguai!

Nada disso seria possível sem vocês.
Obrigado por fazerem parte da nossa história e por confiarem em nosso compromisso de sempre entregar o melhor aos nossos clientes.

A comemoração é nossa, mas a vantagem de ser MEGACLIENTE é sempre de vocês. 🔥

#MegaEletronicos #Paraguai #400K #Tecnologia #PreçoBaixo",10,"02/11/2026 12:37",N/A,https://www.facebook.com/reel/1256006679927776/,1,0,Reels,,,,,Total,383,305,4,3,0,1,2,382,0,305,0,149,,,,0,149,,,,,,,,,,,,,,,,2,1628.775,5.411,0,0,1,1,1,1,0.99,0.88,0.85,0.73,0.6,0.48,0.43,0.4,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122174267798772199,61573165978085,"Mega Eletrônicos Paraguai","O BLOCO DA ECONOMIA ESTÁ CHEGANDO! 🎊🚀

Amanhã, dia 13 de fevereiro, começa a Mega Folia na Mega Eletrônicos! Preparamos um Carnaval com o que há de mais moderno em tecnologia e ofertas que são verdadeiras marchinhas de alegria para o seu bolso. 💰

Estamos trazendo novidades exclusivas que acabaram de chegar no estoque. É a sua chance de garantir aquele upgrade antes da folia começar!

📍 Visite nossa loja e caia na folia da tecnologia. Mega Eletrônicos, a loja que ama os bons preços!
.
#MegaEletronicos #MegaFolia #Carnaval2026 #Ofertas #tecnologia","O BLOCO DA ECONOMIA ESTÁ CHEGANDO! 🎊🚀

Amanhã, dia 13 de fevereiro, começa a Mega Folia na Mega Eletrônicos! Preparamos um Carnaval com o que há de mais moderno em tecnologia e ofertas que são verdadeiras marchinhas de alegria para o seu bolso. 💰

Estamos trazendo novidades exclusivas que acabaram de chegar no estoque. É a sua chance de garantir aquele upgrade antes da folia começar!

📍 Visite nossa loja e caia na folia da tecnologia. Mega Eletrônicos, a loja que ama os bons preços!
.
#MegaEletronicos #MegaFolia #Carnaval2026 #Ofertas #tecnologia",16,"02/12/2026 11:11",N/A,https://www.facebook.com/reel/1441778847294047/,1,0,Reels,,,,,Total,251,223,0,0,0,0,2,251,0,223,0,68,,,,0,68,,,,,,,,,,,,,,,,2,878.619,4.048,0,0,1,1,1,1,0.88,0.84,0.69,0.62,0.5,0.46,0.44,0.34,0.32,0.31,0.28,0.25,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122174404436772199,61573165978085,"Mega Eletrônicos Paraguai","Mega Eletrônicos Paraguai adicionou uma nova foto.",,0,"02/13/2026 06:39",N/A,https://www.facebook.com/photo.php?fbid=122174404436772199&set=a.122096141354772199&type=3,0,0,Fotos,,,,,Total,234,162,3,3,0,0,0,234,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122174411870772199,61573165978085,"Mega Eletrônicos Paraguai","Mega Eletrônicos Paraguai atualizou a foto da capa.",,0,"02/13/2026 07:26",N/A,https://www.facebook.com/photo.php?fbid=122174411870772199&set=a.122097182354772199&type=3,0,0,Fotos,,,,,Total,3,1,2,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122174414960772199,61573165978085,"Mega Eletrônicos Paraguai","🔥ACABOU A ESPERA! O CARNAVAL CHEGOU NA MEGA ELETRÔNICOS! 🎉

De 13 a 21 de fevereiro, a gente preparou uma SEMANA INTEIRA de ofertas IMPERDÍVEIS e muita animação pra você! 🗓️✨
Nos sábados, a experiência vai ser COMPLETA:
🥁 Batucada ao vivo
💃 Dançarinas
🍹 Barman preparando drinks
🥤 Degustação

E o melhor: CELULARES, SMARTWATCHES, ELETRÔNICOS e ACESSÓRIOS com preços ESPECIAIS de Carnaval! 📱⌚🔥
Mas fica ligado: é SÓ ATÉ DIA 21! Depois disso, as ofertas acabam! 🚨⏰

Chama a galera, marca na agenda e vem viver o CARNAVAL DA MEGA! Aqui a folia é com PROMOÇÃO DE VERDADE! 🎊🛍️
.
#CarnavalMegaEletronicos #PromocaoDeCarnaval #FoliaComDesconto
#CarnavalDasTecnologias #MegaEletronicosCarnaval2025","🔥ACABOU A ESPERA! O CARNAVAL CHEGOU NA MEGA ELETRÔNICOS! 🎉

De 13 a 21 de fevereiro, a gente preparou uma SEMANA INTEIRA de ofertas IMPERDÍVEIS e muita animação pra você! 🗓️✨
Nos sábados, a experiência vai ser COMPLETA:
🥁 Batucada ao vivo
💃 Dançarinas
🍹 Barman preparando drinks
🥤 Degustação

E o melhor: CELULARES, SMARTWATCHES, ELETRÔNICOS e ACESSÓRIOS com preços ESPECIAIS de Carnaval! 📱⌚🔥
Mas fica ligado: é SÓ ATÉ DIA 21! Depois disso, as ofertas acabam! 🚨⏰

Chama a galera, marca na agenda e vem viver o CARNAVAL DA MEGA! Aqui a folia é com PROMOÇÃO DE VERDADE! 🎊🛍️
.
#CarnavalMegaEletronicos #PromocaoDeCarnaval #FoliaComDesconto
#CarnavalDasTecnologias #MegaEletronicosCarnaval2025",53,"02/13/2026 08:08",N/A,https://www.facebook.com/reel/1226755496262826/,1,0,Reels,,,,,Total,260,210,4,1,0,3,2,259,0,210,0,81,,,,0,81,,,,,,,,,,,,,,,,2,1606.874,7.078,0,0,1,1,1,0.9,0.76,0.69,0.66,0.55,0.45,0.41,0.39,0.35,0.34,0.31,0.26,0.26,0.25,0.23,0.23,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.16,0.15,0.14,0.14,0.13,0.13,0.1,0.09,0.09,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122174456096772199,61573165978085,"Mega Eletrônicos Paraguai","Chegou a Mega Folia! 🥳

🎉 Chegou a Mega Folia! 🥳

Vem para o nosso bloco de descontos e aproveita como nunca!

📅 Dias 14, 16 e 17 de fevereiro.
Os descontos de Carnaval mais loucos do ano!

📍 Estamos no centro de Ciudad del Este, Paraguai, a apenas 350 metros da fronteira com Foz do Iguaçu.

Te esperamos na loja que ama bons preços! 💙",,0,"02/13/2026 13:48",N/A,https://www.facebook.com/megaeletronicosoficialpy/posts/pfbid0y2kkPpBGtTDjgkEUVW94SsrPRhbVLyKwbsN1BSvcQsqRBUTVP4p5hdum5pQaxDpal,0,0,Fotos,,,,,Total,337,220,1,1,0,0,10,337,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122174555048772199,61573165978085,"Mega Eletrônicos Paraguai","🔥 SMARTWATCH COM GPS POR MENOS DE U$ 44? SIM! ⌚✨
Conhece o Mibro Lite 3 Pro? Esse relógio tá fazendo sucesso e não é à toa! 👀
✅ GPS integrado pra treinos ao ar livre
✅ Design moderno e elegante (cor Blackish Green 💚)
✅ Monitora saúde completa: batimentos, atividades, sono
✅ Bateria de longa duração — vários dias sem carregar 🔋
✅ Conexão Bluetooth — notificações direto no pulso 📲

E o melhor: tudo isso por apenas U$ 44.00! 🤯
Custo-benefício ABSURDO pra quem quer tecnologia sem pesar no bolso! 💰

#mibro #Smartwatch","🔥 SMARTWATCH COM GPS POR MENOS DE U$ 44? SIM! ⌚✨
Conhece o Mibro Lite 3 Pro? Esse relógio tá fazendo sucesso e não é à toa! 👀
✅ GPS integrado pra treinos ao ar livre
✅ Design moderno e elegante (cor Blackish Green 💚)
✅ Monitora saúde completa: batimentos, atividades, sono
✅ Bateria de longa duração — vários dias sem carregar 🔋
✅ Conexão Bluetooth — notificações direto no pulso 📲

E o melhor: tudo isso por apenas U$ 44.00! 🤯
Custo-benefício ABSURDO pra quem quer tecnologia sem pesar no bolso! 💰

#mibro #Smartwatch",32,"02/14/2026 09:26",N/A,https://www.facebook.com/reel/892184283405833/,1,0,Reels,,,,,Total,430,386,3,2,0,1,3,429,0,386,0,142,,,,0,142,,,,,,,,,,,,,,,,3,2347.731,6.098,0,0,1,1,1,1,0.79,0.72,0.61,0.53,0.48,0.46,0.44,0.39,0.37,0.37,0.33,0.32,0.32,0.29,0.28,0.27,0.27,0.27,0.27,0.26,0.24,0.23,0.21,0.2,0.2,0.19,0.16,0.14,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122174914208772199,61573165978085,"Mega Eletrônicos Paraguai","✨ O celular perfeito para um arquiteto 📐

Imagine apresentar seus projetos, renders ou avanços diretamente na parede… sem cabos, sem equipamentos extras.

O Blackview Xplore 2 com projetor integrado leva suas apresentações a outro nível.
Feito para profissionais que precisam de praticidade, potência e presença em cada reunião.

#tecnologia #smartphone #inovacao #megaeletronicos #paraguay #ciudaddeleste 📱✨","✨ O celular perfeito para um arquiteto 📐

Imagine apresentar seus projetos, renders ou avanços diretamente na parede… sem cabos, sem equipamentos extras.

O Blackview Xplore 2 com projetor integrado leva suas apresentações a outro nível.
Feito para profissionais que precisam de praticidade, potência e presença em cada reunião.

#tecnologia #smartphone #inovacao #megaeletronicos #paraguay #ciudaddeleste 📱✨",56,"02/17/2026 07:01",N/A,https://www.facebook.com/reel/1429351605234114/,0,0,Reels,,,,,Total,324,301,5,1,1,3,2,324,0,301,0,119,,,,0,119,,,,,,,,,,,,,,,,2,2272.851,7.476,0,0,1,1,1,0.79,0.58,0.5,0.45,0.42,0.4,0.38,0.35,0.32,0.31,0.3,0.29,0.29,0.27,0.25,0.24,0.21,0.21,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.16,0.16,0.15,0.14,0.14,0.15,0.15,0.13,0.13,0.1,0.1,0.08,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
