"Número de identificação do ativo de vídeo","Identificação do vídeo universal","Identificação da Página","Nome da Página",Título,"Duração (s)","Horário de publicação","Rótulos personalizados","Comentário de dados",Data,Alcance,"Visualizações de 3 segundos do vídeo","Visualizações do vídeo de 1 minuto","Segundos de visualização","Média de Segundos de visualização","Visualizadores de 3 segundos","Visualizadores de 1 minuto","Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Segundos de visualização de Recomendações","Segundos de visualização de Seguidores","Segundos de visualização de Compartilhamentos","Média de Segundos de visualização de Seguidores","Média de Segundos de visualização de Recomendações","Média de Segundos de visualização de Compartilhamentos","Média de Segundos de visualização de Posts turbinados","Porcentagem do total de visualizações no intervalo 0","Porcentagem do total de visualizações no intervalo 1","Porcentagem do total de visualizações no intervalo 2","Porcentagem do total de visualizações no intervalo 3","Porcentagem do total de visualizações no intervalo 4","Porcentagem do total de visualizações no intervalo 5","Porcentagem do total de visualizações no intervalo 6","Porcentagem do total de visualizações no intervalo 7","Porcentagem do total de visualizações no intervalo 8","Porcentagem do total de visualizações no intervalo 9","Porcentagem do total de visualizações no intervalo 10","Porcentagem do total de visualizações no intervalo 11","Porcentagem do total de visualizações no intervalo 12","Porcentagem do total de visualizações no intervalo 13","Porcentagem do total de visualizações no intervalo 14","Porcentagem do total de visualizações no intervalo 15","Porcentagem do total de visualizações no intervalo 16","Porcentagem do total de visualizações no intervalo 17","Porcentagem do total de visualizações no intervalo 18","Porcentagem do total de visualizações no intervalo 26","Porcentagem do total de visualizações no intervalo 24","Porcentagem do total de visualizações no intervalo 25","Porcentagem do total de visualizações no intervalo 20","Porcentagem do total de visualizações no intervalo 23","Porcentagem do total de visualizações no intervalo 22","Porcentagem do total de visualizações no intervalo 21","Porcentagem do total de visualizações no intervalo 19","Porcentagem do total de visualizações no intervalo 35","Porcentagem do total de visualizações no intervalo 34","Porcentagem do total de visualizações no intervalo 33","Porcentagem do total de visualizações no intervalo 32","Porcentagem do total de visualizações no intervalo 31","Porcentagem do total de visualizações no intervalo 30","Porcentagem do total de visualizações no intervalo 29","Porcentagem do total de visualizações no intervalo 28","Porcentagem do total de visualizações no intervalo 27","Porcentagem do total de visualizações no intervalo 36","Porcentagem do total de visualizações no intervalo 37","Porcentagem do total de visualizações no intervalo 38","Porcentagem do total de visualizações no intervalo 39","Porcentagem do total de visualizações no intervalo 40","Porcentagem de visualizações de15 segundos no intervalo 0","Porcentagem de visualizações de15 segundos no intervalo 7","Porcentagem de visualizações de15 segundos no intervalo 1","Porcentagem de visualizações de15 segundos no intervalo 10","Porcentagem de visualizações de15 segundos no intervalo 9","Porcentagem de visualizações de15 segundos no intervalo 8","Porcentagem de visualizações de15 segundos no intervalo 11","Porcentagem de visualizações de15 segundos no intervalo 6","Porcentagem de visualizações de15 segundos no intervalo 5","Porcentagem de visualizações de15 segundos no intervalo 4","Porcentagem de visualizações de15 segundos no intervalo 3","Porcentagem de visualizações de15 segundos no intervalo 2","Porcentagem de visualizações de15 segundos no intervalo 12","Porcentagem de visualizações de15 segundos no intervalo 13","Porcentagem de visualizações de15 segundos no intervalo 14","Porcentagem de visualizações de15 segundos no intervalo 15","Porcentagem de visualizações de15 segundos no intervalo 16","Porcentagem de visualizações de15 segundos no intervalo 17","Porcentagem de visualizações de15 segundos no intervalo 18","Porcentagem de visualizações de15 segundos no intervalo 24","Porcentagem de visualizações de15 segundos no intervalo 26","Porcentagem de visualizações de15 segundos no intervalo 25","Porcentagem de visualizações de15 segundos no intervalo 20","Porcentagem de visualizações de15 segundos no intervalo 23","Porcentagem de visualizações de15 segundos no intervalo 22","Porcentagem de visualizações de15 segundos no intervalo 21","Porcentagem de visualizações de15 segundos no intervalo 19","Porcentagem de visualizações de15 segundos no intervalo 35","Porcentagem de visualizações de15 segundos no intervalo 34","Porcentagem de visualizações de15 segundos no intervalo 33","Porcentagem de visualizações de15 segundos no intervalo 32","Porcentagem de visualizações de15 segundos no intervalo 31","Porcentagem de visualizações de15 segundos no intervalo 30","Porcentagem de visualizações de15 segundos no intervalo 29","Porcentagem de visualizações de15 segundos no intervalo 28","Porcentagem de visualizações de15 segundos no intervalo 27","Porcentagem de visualizações de15 segundos no intervalo 36","Porcentagem de visualizações de15 segundos no intervalo 37","Porcentagem de visualizações de15 segundos no intervalo 38","Porcentagem de visualizações de15 segundos no intervalo 39","Porcentagem de visualizações de15 segundos no intervalo 40","Ganhos estimados (USD)","CPM do anúncio (USD)","Impressões do anúncio","Visualizações de 3 segundos do vídeo por público mais relevante (M, 25-34)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 35-44)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 45-54)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 35-44)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 45-54)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 25-34)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 55-64)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 18-24)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 55-64)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 18-24)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 65+)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 65+)","Visualizações de 3 segundos do vídeo por país (Brazil (BR))","Visualizações de 3 segundos do vídeo por país (Paraguay (PY))","Visualizações de 3 segundos do vídeo por país (Angola (AO))","Visualizações de 3 segundos do vídeo por país (Mozambique (MZ))","Visualizações de 3 segundos do vídeo por país (Argentina (AR))","Visualizações de 3 segundos do vídeo por país (Algeria (DZ))","Visualizações de 3 segundos do vídeo por país (Portugal (PT))","Visualizações de 3 segundos do vídeo por país (Mexico (MX))","Visualizações de 3 segundos do vídeo por país (Syria (SY))","Visualizações de 3 segundos do vídeo por país (Morocco (MA))","Visualizações de 3 segundos do vídeo por país (Egypt (EG))","Visualizações de 3 segundos do vídeo por país (Bangladesh (BD))","Visualizações de 3 segundos do vídeo por país (Sudan (SD))","Visualizações de 3 segundos do vídeo por país (Sao Tome and Principe (ST))","Visualizações de 3 segundos do vídeo por país (Cape Verde (CV))","Visualizações de 3 segundos do vídeo por país (Cambodia (KH))","Visualizações de 3 segundos do vídeo por país (Iraq (IQ))","Visualizações de 3 segundos do vídeo por país (Tunisia (TN))","Visualizações de 3 segundos do vídeo por país (Malawi (MW))","Visualizações de 3 segundos do vídeo por país (Pakistan (PK))","Visualizações de 3 segundos do vídeo por país (China (CN))","Visualizações de 3 segundos do vídeo por país (Japan (JP))","Visualizações de 3 segundos do vídeo por país (United States (US))","Visualizações de 3 segundos do vídeo por país (Uruguay (UY))","Visualizações de 3 segundos do vídeo por país (Peru (PE))","Visualizações de 3 segundos do vídeo por país (Netherlands (NL))","Visualizações de 3 segundos do vídeo por país (Spain (ES))","Visualizações de 3 segundos do vídeo por país (Cuba (CU))","Visualizações de 3 segundos do vídeo por país (Taiwan (TW))","Visualizações de 3 segundos do vídeo por país (France (FR))","Visualizações de 3 segundos do vídeo por país (Bolivia (BO))","Visualizações de 3 segundos do vídeo por país (Australia (AU))","Visualizações de 3 segundos do vídeo por país (Saudi Arabia (SA))","Visualizações de 3 segundos do vídeo por país (Canada (CA))","Visualizações de 3 segundos do vídeo por país (Italy (IT))","Visualizações de 3 segundos do vídeo por país (Belgium (BE))","Visualizações de 3 segundos do vídeo por país (Luxembourg (LU))","Visualizações de 3 segundos do vídeo por país (French Guiana (GF))","Visualizações de 3 segundos do vídeo por país (Macau (MO))","Visualizações de 3 segundos do vídeo por país (Chile (CL))","Visualizações de 3 segundos do vídeo por país (Switzerland (CH))","Visualizações de 3 segundos do vídeo por país (South Africa (ZA))","Visualizações de 3 segundos do vídeo por país (India (IN))","Visualizações de 3 segundos do vídeo por país (Turkey (TR))","Visualizações de 3 segundos do vídeo por país (Jordan (JO))","Visualizações de 3 segundos do vídeo por país (Germany (DE))","Visualizações de 3 segundos do vídeo por país (Guinea-Bissau (GW))","Visualizações de 3 segundos do vídeo por país (Democratic Republic of the Congo (CD))","Visualizações de 3 segundos do vídeo por país (United Kingdom (GB))","Visualizações de 3 segundos do vídeo por país (Colombia (CO))","Visualizações de 3 segundos do vídeo por país (Romania (RO))","Visualizações de 3 segundos do vídeo por país (Libya (LY))","Visualizações de 3 segundos do vídeo por país (Costa Rica (CR))","Visualizações de 3 segundos do vídeo por país (Ecuador (EC))","Visualizações de 3 segundos do vídeo por país (Venezuela (VE))","Visualizações de 3 segundos do vídeo por país (Nicaragua (NI))","Visualizações de 3 segundos do vídeo por país (Guatemala (GT))","Visualizações de 3 segundos do vídeo por país (El Salvador (SV))","Visualizações de 3 segundos do vídeo por país (Dominican Republic (DO))","Visualizações de 3 segundos do vídeo por país (Panama (PA))","Visualizações de 3 segundos do vídeo por país (Israel (IL))","Visualizações de 3 segundos do vídeo por país (Ireland (IE))","Visualizações de 3 segundos do vídeo por país (Puerto Rico (PR))","Visualizações do vídeo de Recomendações por no mínimo 1 minuto","Visualizações do vídeo de Seguidores por no mínimo 1 minuto","Visualizações do vídeo de Compartilhamentos por no mínimo 1 minuto"
2656164668082148,,606604395858804,"Mega Eletrônicos Paraguai",,53,"01/30/2026 04:30",,,Total,378,162,0,3913.993,10.113,157,0,8,8,0,0,1880.513,2033.48,,11.822558139535,8.7465720930233,0,0,0.99,0.99,0.99,0.87,0.71,0.67,0.61,0.56,0.54,0.49,0.48,0.48,0.44,0.42,0.41,0.39,0.38,0.36,0.33,0.26,0.27,0.27,0.3,0.27,0.3,0.3,0.31,0.2,0.21,0.22,0.25,0.25,0.25,0.25,0.25,0.26,0.18,0.15,0.13,0.12,0.1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.92,0.88,0.85,0.82,0.78,0.71,0.63,0.6,0.63,0.65,0.63,0.64,0.65,0.67,0.46,0.47,0.51,0.56,0.59,0.59,0.59,0.6,0.6,0.41,0.36,0.31,0.28,0.23,0,0,0,21,50,32,17,7,7,14,2,6,,4,2,129,22,1,,8,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181167710555441,,606604395858804,"Mega Eletrônicos Paraguai","Lançamento oficial do Samsung Galaxy S26",16,"02/25/2026 10:41",,,Total,488,127,,1974.71,3.918,,,5,3,0,2,,,,,,,,1,1,1,1,0.88,0.8,0.72,0.63,0.57,0.52,0.49,0.43,0.41,0.39,0.36,0.33,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430540824032438,,606604395858804,"Mega Eletrônicos Paraguai","Último momento ⚠️",41,"02/25/2026 10:20",,,Total,904,385,,9005.956,8.512,,,13,12,0,1,,,,,,,,0.99,0.99,0.99,0.97,0.83,0.76,0.69,0.64,0.6,0.57,0.54,0.52,0.5,0.48,0.45,0.44,0.43,0.43,0.42,0.37,0.38,0.38,0.41,0.39,0.4,0.41,0.41,0.31,0.31,0.32,0.33,0.34,0.35,0.35,0.36,0.37,0.29,0.29,0.28,0.27,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263501489253259,,606604395858804,"Mega Eletrônicos Paraguai","Todos reagiram igual à Juliana 😂🔥",26,"02/24/2026 11:04",,,Total,373,214,,2844.958,7.946,,,4,4,0,0,,,,,,,,0.99,0.99,1,1,0.91,0.82,0.71,0.65,0.6,0.58,0.51,0.4,0.34,0.3,0.25,0.23,0.21,0.19,0.17,0.08,0.11,0.1,0.15,0.11,0.12,0.14,0.16,,,,,,,,0.07,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964771511097797,,606604395858804,"Mega Eletrônicos Paraguai",,65,"02/23/2026 14:04",,,Total,296,123,,2944.545,7.608,,,4,2,0,2,,,,,,,,0.98,0.98,0.89,0.72,0.62,0.57,0.53,0.51,0.48,0.45,0.41,0.4,0.37,0.35,0.33,0.33,0.32,0.32,0.29,0.18,0.24,0.23,0.27,0.24,0.25,0.26,0.28,0.11,0.12,0.13,0.14,0.15,0.15,0.15,0.15,0.17,0.11,0.11,0.09,0.07,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624971775185179,,606604395858804,"Mega Eletrônicos Paraguai",,11,"02/22/2026 11:17",,,Total,413,232,,2590.401,6.226,,,6,3,1,2,,,,,,,,1,1,1,1,0.97,0.87,0.79,0.75,0.69,0.64,0.6,0.57,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555278465753224,,606604395858804,"Mega Eletrônicos Paraguai",,55,"02/21/2026 11:49",,,Total,254,81,,1969.203,6.909,,,3,3,0,0,,,,,,,,1,1,0.99,0.75,0.65,0.59,0.58,0.53,0.51,0.46,0.41,0.41,0.37,0.35,0.35,0.33,0.33,0.32,0.33,0.27,0.26,0.27,0.3,0.26,0.26,0.28,0.32,0.21,0.22,0.22,0.23,0.23,0.23,0.23,0.26,0.26,0.21,0.21,0.21,0.21,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400224521330038,,606604395858804,"Mega Eletrônicos Paraguai",,42,"02/21/2026 03:32",,,Total,136,32,,568.022,4.303,,,3,1,0,2,,,,,,,,1,1,1,0.97,0.81,0.72,0.69,0.59,0.5,0.41,0.34,0.31,0.25,0.25,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.06,0.06,0.09,0.06,0.09,0.13,0.16,0.19,0.22,0.06,0.06,0.09,0.06,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007847673945630,,606604395858804,"Mega Eletrônicos Paraguai",,15,"02/20/2026 05:52",,,Total,457,162,,1849.847,4.556,,,2,2,0,0,,,,,,,,0.99,0.99,0.99,0.99,0.81,0.7,0.63,0.52,0.48,0.46,0.41,0.38,0.32,0.31,0.28,0.28,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232790205107130,,606604395858804,"Mega Eletrônicos Paraguai",,17,"02/18/2026 12:01",,,Total,363,194,,2664.507,7.086,,,4,2,0,2,,,,,,,,1,1,1,1,0.98,0.89,0.81,0.75,0.65,0.62,0.61,0.59,0.57,0.53,0.52,0.48,0.45,0.44,0.42,,,,0.4,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584437712598473,,606604395858804,"Mega Eletrônicos Paraguai",,56,"02/17/2026 06:59",,,Total,296,118,,2258.134,7.577,,,5,1,1,3,,,,,,,,1,1,1,0.79,0.58,0.49,0.45,0.42,0.4,0.38,0.36,0.32,0.31,0.31,0.3,0.29,0.27,0.25,0.25,0.18,0.19,0.18,0.21,0.19,0.2,0.2,0.21,0.14,0.15,0.15,0.14,0.14,0.15,0.16,0.16,0.18,0.13,0.1,0.1,0.08,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614729673010198,,606604395858804,"Mega Eletrônicos Paraguai",,32,"02/14/2026 09:26",,,Total,381,140,,2255.416,5.919,,,3,2,0,1,,,,,,,,1,1,1,1,0.79,0.71,0.6,0.52,0.47,0.45,0.43,0.39,0.36,0.36,0.32,0.31,0.31,0.28,0.27,0.2,0.23,0.21,0.26,0.25,0.26,0.26,0.26,,,,0.14,0.14,0.16,0.19,0.19,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
