"Número de identificação do ativo de vídeo","Identificação do vídeo universal","Identificação da Página","Nome da Página",Título,"Duração (s)","Horário de publicação","Rótulos personalizados","Comentário de dados",Data,Alcance,"Visualizações de 3 segundos do vídeo","Visualizações do vídeo de 1 minuto","Segundos de visualização","Média de Segundos de visualização","Visualizadores de 3 segundos","Visualizadores de 1 minuto","Reações, comentários e compartilhamentos",Reações,Comentários,Compartilhamentos,"Segundos de visualização de Seguidores","Segundos de visualização de Recomendações","Segundos de visualização de Compartilhamentos","Média de Segundos de visualização de Seguidores","Média de Segundos de visualização de Recomendações","Média de Segundos de visualização de Compartilhamentos","Média de Segundos de visualização de Posts turbinados","Porcentagem do total de visualizações no intervalo 0","Porcentagem do total de visualizações no intervalo 1","Porcentagem do total de visualizações no intervalo 2","Porcentagem do total de visualizações no intervalo 3","Porcentagem do total de visualizações no intervalo 4","Porcentagem do total de visualizações no intervalo 5","Porcentagem do total de visualizações no intervalo 6","Porcentagem do total de visualizações no intervalo 7","Porcentagem do total de visualizações no intervalo 8","Porcentagem do total de visualizações no intervalo 9","Porcentagem do total de visualizações no intervalo 10","Porcentagem do total de visualizações no intervalo 11","Porcentagem do total de visualizações no intervalo 12","Porcentagem do total de visualizações no intervalo 13","Porcentagem do total de visualizações no intervalo 14","Porcentagem do total de visualizações no intervalo 15","Porcentagem do total de visualizações no intervalo 16","Porcentagem do total de visualizações no intervalo 17","Porcentagem do total de visualizações no intervalo 18","Porcentagem do total de visualizações no intervalo 19","Porcentagem do total de visualizações no intervalo 20","Porcentagem do total de visualizações no intervalo 21","Porcentagem do total de visualizações no intervalo 22","Porcentagem do total de visualizações no intervalo 23","Porcentagem do total de visualizações no intervalo 24","Porcentagem do total de visualizações no intervalo 25","Porcentagem do total de visualizações no intervalo 26","Porcentagem do total de visualizações no intervalo 27","Porcentagem do total de visualizações no intervalo 28","Porcentagem do total de visualizações no intervalo 29","Porcentagem do total de visualizações no intervalo 30","Porcentagem do total de visualizações no intervalo 31","Porcentagem do total de visualizações no intervalo 32","Porcentagem do total de visualizações no intervalo 33","Porcentagem do total de visualizações no intervalo 34","Porcentagem do total de visualizações no intervalo 35","Porcentagem do total de visualizações no intervalo 36","Porcentagem do total de visualizações no intervalo 37","Porcentagem do total de visualizações no intervalo 38","Porcentagem do total de visualizações no intervalo 39","Porcentagem do total de visualizações no intervalo 40","Porcentagem de visualizações de15 segundos no intervalo 4","Porcentagem de visualizações de15 segundos no intervalo 5","Porcentagem de visualizações de15 segundos no intervalo 6","Porcentagem de visualizações de15 segundos no intervalo 7","Porcentagem de visualizações de15 segundos no intervalo 8","Porcentagem de visualizações de15 segundos no intervalo 9","Porcentagem de visualizações de15 segundos no intervalo 10","Porcentagem de visualizações de15 segundos no intervalo 11","Porcentagem de visualizações de15 segundos no intervalo 12","Porcentagem de visualizações de15 segundos no intervalo 13","Porcentagem de visualizações de15 segundos no intervalo 14","Porcentagem de visualizações de15 segundos no intervalo 15","Porcentagem de visualizações de15 segundos no intervalo 0","Porcentagem de visualizações de15 segundos no intervalo 1","Porcentagem de visualizações de15 segundos no intervalo 2","Porcentagem de visualizações de15 segundos no intervalo 3","Porcentagem de visualizações de15 segundos no intervalo 16","Porcentagem de visualizações de15 segundos no intervalo 17","Porcentagem de visualizações de15 segundos no intervalo 18","Porcentagem de visualizações de15 segundos no intervalo 19","Porcentagem de visualizações de15 segundos no intervalo 20","Porcentagem de visualizações de15 segundos no intervalo 21","Porcentagem de visualizações de15 segundos no intervalo 22","Porcentagem de visualizações de15 segundos no intervalo 23","Porcentagem de visualizações de15 segundos no intervalo 24","Porcentagem de visualizações de15 segundos no intervalo 25","Porcentagem de visualizações de15 segundos no intervalo 26","Porcentagem de visualizações de15 segundos no intervalo 27","Porcentagem de visualizações de15 segundos no intervalo 28","Porcentagem de visualizações de15 segundos no intervalo 29","Porcentagem de visualizações de15 segundos no intervalo 30","Porcentagem de visualizações de15 segundos no intervalo 31","Porcentagem de visualizações de15 segundos no intervalo 32","Porcentagem de visualizações de15 segundos no intervalo 33","Porcentagem de visualizações de15 segundos no intervalo 34","Porcentagem de visualizações de15 segundos no intervalo 35","Porcentagem de visualizações de15 segundos no intervalo 36","Porcentagem de visualizações de15 segundos no intervalo 37","Porcentagem de visualizações de15 segundos no intervalo 38","Porcentagem de visualizações de15 segundos no intervalo 39","Porcentagem de visualizações de15 segundos no intervalo 40","Ganhos estimados (USD)","CPM do anúncio (USD)","Impressões do anúncio","Visualizações de 3 segundos do vídeo por público mais relevante (M, 35-44)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 45-54)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 25-34)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 35-44)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 25-34)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 45-54)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 55-64)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 55-64)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 18-24)","Visualizações de 3 segundos do vídeo por público mais relevante (M, 65+)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 18-24)","Visualizações de 3 segundos do vídeo por público mais relevante (F, 65+)","Visualizações de 3 segundos do vídeo por país (Paraguay (PY))","Visualizações de 3 segundos do vídeo por país (Argentina (AR))","Visualizações de 3 segundos do vídeo por país (Peru (PE))","Visualizações de 3 segundos do vídeo por país (Mexico (MX))","Visualizações de 3 segundos do vídeo por país (Brazil (BR))","Visualizações de 3 segundos do vídeo por país (Bolivia (BO))","Visualizações de 3 segundos do vídeo por país (Spain (ES))","Visualizações de 3 segundos do vídeo por país (Chile (CL))","Visualizações de 3 segundos do vídeo por país (United States (US))","Visualizações de 3 segundos do vídeo por país (Venezuela (VE))","Visualizações de 3 segundos do vídeo por país (El Salvador (SV))","Visualizações de 3 segundos do vídeo por país (Zambia (ZM))","Visualizações de 3 segundos do vídeo por país (Myanmar (MM))","Visualizações de 3 segundos do vídeo por país (Honduras (HN))","Visualizações de 3 segundos do vídeo por país (Uruguay (UY))","Visualizações de 3 segundos do vídeo por país (Colombia (CO))","Visualizações de 3 segundos do vídeo por país (Costa Rica (CR))","Visualizações de 3 segundos do vídeo por país (Ecuador (EC))","Visualizações de 3 segundos do vídeo por país (Nicaragua (NI))","Visualizações de 3 segundos do vídeo por país (Guatemala (GT))","Visualizações de 3 segundos do vídeo por país (Dominican Republic (DO))","Visualizações de 3 segundos do vídeo por país (Cuba (CU))","Visualizações de 3 segundos do vídeo por país (Panama (PA))","Visualizações de 3 segundos do vídeo por país (Puerto Rico (PR))","Visualizações de 3 segundos do vídeo por país (Ukraine (UA))","Visualizações de 3 segundos do vídeo por país (Canada (CA))","Visualizações de 3 segundos do vídeo por país (Côte d'Ivoire (CI))","Visualizações de 3 segundos do vídeo por país (Curaçao (CW))","Visualizações de 3 segundos do vídeo por país (Moldova (MD))","Visualizações de 3 segundos do vídeo por país (Italy (IT))","Visualizações de 3 segundos do vídeo por país (Suriname (SR))","Visualizações de 3 segundos do vídeo por país (Thailand (TH))","Visualizações de 3 segundos do vídeo por país (Poland (PL))","Visualizações de 3 segundos do vídeo por país (Nigeria (NG))","Visualizações de 3 segundos do vídeo por país (Russia (RU))","Visualizações de 3 segundos do vídeo por país (Austria (AT))","Visualizações de 3 segundos do vídeo por país (France (FR))","Visualizações de 3 segundos do vídeo por país (Portugal (PT))","Visualizações de 3 segundos do vídeo por país (Netherlands (NL))","Visualizações de 3 segundos do vídeo por país (Aruba (AW))","Visualizações de 3 segundos do vídeo por país (South Sudan (SS))","Visualizações de 3 segundos do vídeo por país (Switzerland (CH))","Visualizações de 3 segundos do vídeo por país (Guinea-Bissau (GW))","Visualizações de 3 segundos do vídeo por país (Vietnam (VN))","Visualizações de 3 segundos do vídeo por país (Gabon (GA))","Visualizações de 3 segundos do vídeo por país (India (IN))","Visualizações de 3 segundos do vídeo por país (China (CN))","Visualizações de 3 segundos do vídeo por país (South Korea (KR))","Visualizações de 3 segundos do vídeo por país (Guyana (GY))","Visualizações de 3 segundos do vídeo por país (Japan (JP))","Visualizações de 3 segundos do vídeo por país (French Guiana (GF))","Visualizações de 3 segundos do vídeo por país (Australia (AU))","Visualizações de 3 segundos do vídeo por país (Haiti (HT))","Visualizações de 3 segundos do vídeo por país (United Kingdom (GB))","Visualizações de 3 segundos do vídeo por país (Hungary (HU))","Visualizações de 3 segundos do vídeo por país (Germany (DE))","Visualizações de 3 segundos do vídeo por país (South Africa (ZA))","Visualizações de 3 segundos do vídeo por país (Tunisia (TN))","Visualizações de 3 segundos do vídeo por país (Niger (NE))","Visualizações de 3 segundos do vídeo por país (Czech Republic (CZ))","Visualizações de 3 segundos do vídeo por país (Philippines (PH))","Visualizações de 3 segundos do vídeo por país (Cambodia (KH))","Visualizações de 3 segundos do vídeo por país (Madagascar (MG))","Visualizações de 3 segundos do vídeo por país (Belgium (BE))","Visualizações de 3 segundos do vídeo por país (United Arab Emirates (AE))","Visualizações de 3 segundos do vídeo por país (Mongolia (MN))","Visualizações de 3 segundos do vídeo por país (Angola (AO))","Visualizações de 3 segundos do vídeo por país (Vanuatu (VU))","Visualizações de 3 segundos do vídeo por país (Andorra (AD))","Visualizações de 3 segundos do vídeo por país (Sudan (SD))","Visualizações de 3 segundos do vídeo por país (Georgia (GE))","Visualizações de 3 segundos do vídeo por país (Bangladesh (BD))","Visualizações de 3 segundos do vídeo por país (Dominica (DM))","Visualizações de 3 segundos do vídeo por país (Timor-Leste (TL))","Visualizações de 3 segundos do vídeo por país (Taiwan (TW))","Visualizações de 3 segundos do vídeo por país (Bulgaria (BG))","Visualizações de 3 segundos do vídeo por país (Liberia (LR))","Visualizações de 3 segundos do vídeo por país (Sweden (SE))","Visualizações de 3 segundos do vídeo por país (Mayotte (YT))","Visualizações de 3 segundos do vídeo por país (Egypt (EG))","Visualizações de 3 segundos do vídeo por país (Pakistan (PK))","Visualizações de 3 segundos do vídeo por país (Saudi Arabia (SA))","Visualizações de 3 segundos do vídeo por país (Algeria (DZ))","Visualizações de 3 segundos do vídeo por país (Syria (SY))","Visualizações de 3 segundos do vídeo por país (Greece (GR))","Visualizações de 3 segundos do vídeo por país (Albania (AL))","Visualizações de 3 segundos do vídeo por país (Jordan (JO))","Visualizações de 3 segundos do vídeo por país (Indonesia (ID))","Visualizações de 3 segundos do vídeo por país (Denmark (DK))","Visualizações de 3 segundos do vídeo por país (Israel (IL))","Visualizações de 3 segundos do vídeo por país (New Zealand (NZ))","Visualizações de 3 segundos do vídeo por país (Democratic Republic of the Congo (CD))","Visualizações de 3 segundos do vídeo por país (Saint Vincent and the Grenadines (VC))","Visualizações de 3 segundos do vídeo por país (Guinea (GN))","Visualizações de 3 segundos do vídeo por país (Cayman Islands (KY))","Visualizações de 3 segundos do vídeo por país (Norway (NO))","Visualizações de 3 segundos do vídeo por país (Nepal (NP))","Visualizações de 3 segundos do vídeo por país (Senegal (SN))","Visualizações de 3 segundos do vídeo por país (Romania (RO))","Visualizações de 3 segundos do vídeo por país (Belize (BZ))","Visualizações de 3 segundos do vídeo por país (Trinidad and Tobago (TT))","Visualizações de 3 segundos do vídeo por país (Morocco (MA))","Visualizações de 3 segundos do vídeo por país (Burkina Faso (BF))","Visualizações de 3 segundos do vídeo por país (Iraq (IQ))","Visualizações de 3 segundos do vídeo por país (Libya (LY))","Visualizações de 3 segundos do vídeo por país (Mozambique (MZ))","Visualizações de 3 segundos do vídeo por país (Singapore (SG))","Visualizações de 3 segundos do vídeo por país (Lebanon (LB))","Visualizações de 3 segundos do vídeo por país (North Macedonia (MK))","Visualizações de 3 segundos do vídeo por país (Equatorial Guinea (GQ))","Visualizações de 3 segundos do vídeo por país (French Polynesia (PF))","Visualizações de 3 segundos do vídeo por país (Serbia (RS))","Visualizações de 3 segundos do vídeo por país (Bonaire, Sint Eustatius and Saba (BQ))","Visualizações de 3 segundos do vídeo por país (Sint Maarten (SX))","Visualizações de 3 segundos do vídeo por país (Iran (IR))","Visualizações de 3 segundos do vídeo por país (Afghanistan (AF))","Visualizações de 3 segundos do vídeo por país (Turkey (TR))","Visualizações de 3 segundos do vídeo por país (Kazakhstan (KZ))","Visualizações de 3 segundos do vídeo por país (Sri Lanka (LK))","Visualizações do vídeo de Seguidores por no mínimo 1 minuto","Visualizações do vídeo de Recomendações por no mínimo 1 minuto","Visualizações do vídeo de Compartilhamentos por no mínimo 1 minuto"
2456681018126982,,320441214484434,"Mega Electrónicos Paraguay",,45,"01/16/2026 14:03",,,Total,1988,958,0,18194.426,6.829,958,0,24,15,2,7,6193.656,9634.264,2366.506,9.9576463022508,6.8134823196605,3.768321656051,0,1,1,1,0.93,0.78,0.63,0.54,0.47,0.42,0.38,0.36,0.34,0.32,0.31,0.29,0.27,0.26,0.26,0.25,0.24,0.23,0.23,0.23,0.22,0.22,0.21,0.2,0.18,0.18,0.18,0.18,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.13,0.13,0.12,1,1,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.97,0.89,1,1,1,1,0.88,0.86,0.84,0.81,0.8,0.8,0.78,0.75,0.74,0.73,0.7,0.69,0.68,0.68,0.67,0.66,0.63,0.61,0.59,0.58,0.56,0.53,0.51,0.49,0.45,0,0,0,214,188,144,89,71,56,85,19,22,30,18,13,531,161,45,27,43,16,11,8,9,15,4,,,1,4,32,4,19,6,4,7,3,,1,,1,,,,,,,1,,,,1,,,,,1,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955020018425709,,320441214484434,"Mega Electrónicos Paraguay",,51,"01/17/2026 08:31",,,Total,1470,491,0,7810.402,3.659,491,0,12,4,0,8,2472.688,4312.641,1025.073,5.0360244399185,3.6640960067969,2.1997274678112,0,0.99,1,1,0.8,0.58,0.45,0.38,0.34,0.31,0.28,0.24,0.21,0.2,0.19,0.17,0.15,0.14,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.08,0.07,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,1,1,1,1,1,1,1,1,0.99,0.95,0.85,0.77,0.99,1,1,1,0.69,0.66,0.61,0.6,0.59,0.57,0.55,0.53,0.47,0.41,0.36,0.32,0.29,0.27,0.25,0.25,0.23,0.23,0.23,0.22,0.22,0.19,0.16,0.16,0.16,0,0,0,88,85,52,73,50,43,26,20,9,9,15,13,285,57,27,19,21,10,6,4,4,10,,,,1,1,20,1,15,4,2,,1,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755918683797914,,320441214484434,"Mega Electrónicos Paraguay",,12,"01/17/2026 11:30",,,Total,10559,6115,0,78575.181,6.23,5867,0,88,75,4,9,12484.409,58862.46,7228.312,8.6938781337047,6.2433665676708,4.1375569547796,0,1,1,1,1,0.91,0.83,0.8,0.77,0.74,0.71,0.65,0.56,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0.95,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1029,443,1097,879,1339,273,130,65,273,45,333,39,3814,933,100,274,164,97,90,27,89,81,12,,1,24,13,150,33,52,50,26,15,29,,1,,2,,1,,5,,2,2,,,,11,2,1,1,,2,1,,,,,,,3,,2,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177817349688154,,320441214484434,"Mega Electrónicos Paraguay",,40,"01/18/2026 10:02",,,Total,1967,908,0,17076.238,6.333,908,0,32,23,0,9,6284.884,8765.548,2025.806,9.5952427480916,6.2611057142857,3.160383775351,0,0.99,1,1,1,0.83,0.72,0.65,0.6,0.54,0.47,0.44,0.42,0.38,0.37,0.36,0.35,0.34,0.33,0.32,0.31,0.3,0.3,0.29,0.28,0.27,0.27,0.25,0.24,0.23,0.22,0.2,0.17,0.16,0.16,0.15,0.13,0.11,0.1,0.09,0.08,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,0.95,0.93,0.91,0.88,0.87,0.85,0.82,0.8,0.77,0.73,0.7,0.67,0.64,0.58,0.54,0.52,0.49,0.47,0.4,0.36,0.34,0.3,0.28,0.27,0,0,0,196,177,93,97,76,73,70,21,19,35,24,15,447,166,44,40,35,25,12,12,10,21,1,,,2,2,34,6,30,5,3,3,2,,1,,1,,1,,,,,,,,,,,,1,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404619518113704,,320441214484434,"Mega Electrónicos Paraguay",,42,"01/20/2026 08:47",,,Total,1847,797,0,16583.971,9.137,776,0,25,19,3,3,5682.02,10805.155,96.796,9.7629209621993,8.9520753935377,3.7229230769231,0,1,1,1,0.97,0.83,0.75,0.67,0.6,0.53,0.49,0.45,0.42,0.4,0.38,0.38,0.37,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.33,0.31,0.31,0.31,0.3,0.29,0.27,0.26,0.25,0.25,0.24,0.23,0.22,0.2,0.19,0.18,0.16,0.13,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.96,0.94,0.93,0.92,0.91,0.91,0.9,0.88,0.84,0.84,0.83,0.82,0.79,0.76,0.74,0.73,0.7,0.69,0.66,0.62,0.58,0.53,0.51,0.48,0.37,0,0,0,222,180,93,65,45,43,86,9,10,20,11,7,307,174,54,41,31,24,10,15,11,15,,,,4,3,37,8,36,7,6,5,1,2,,,,,1,,,,,,,,,1,,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886215317600356,,320441214484434,"Mega Electrónicos Paraguay",,42,"01/20/2026 15:10",,,Total,1318,537,0,6416.891,5.208,537,0,11,8,0,3,2580.018,3836.873,,5.682859030837,4.9317133676093,0,0,1,1,1,0.97,0.66,0.54,0.46,0.41,0.36,0.32,0.27,0.25,0.23,0.2,0.17,0.15,0.14,0.12,0.12,0.11,0.1,0.1,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,0.9,0.81,0.76,0.71,0.67,0.63,0.59,0.55,0.55,0.51,0.46,0.45,0.45,0.45,0.45,0.42,0.41,0.37,0.36,0.3,0.28,0.25,0.24,0.18,0.18,0,0,0,135,110,55,56,43,40,49,7,11,9,9,8,217,85,49,32,18,18,7,7,11,15,2,,,3,3,27,5,21,4,4,4,2,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492421427843795,,320441214484434,"Mega Electrónicos Paraguay",,50,"01/21/2026 13:01",,,Total,5644,2670,0,71199.157,12.301,2670,0,76,66,2,8,19853.939,50782.784,562.434,14.222019340974,12.002548806429,3.4933788819876,0,1,1,1,0.91,0.82,0.74,0.69,0.64,0.61,0.58,0.55,0.54,0.51,0.48,0.47,0.45,0.43,0.42,0.41,0.4,0.39,0.38,0.37,0.36,0.35,0.33,0.32,0.32,0.31,0.3,0.29,0.28,0.27,0.27,0.26,0.25,0.25,0.24,0.23,0.21,0.19,1,1,1,1,1,1,1,1,1,0.96,0.92,0.88,1,1,1,1,0.85,0.82,0.8,0.79,0.77,0.75,0.74,0.71,0.7,0.69,0.66,0.65,0.63,0.62,0.59,0.58,0.57,0.55,0.53,0.52,0.52,0.5,0.49,0.45,0.4,0,0,0,720,655,352,155,133,113,286,35,55,88,23,18,866,713,161,82,138,136,26,32,32,71,9,,,8,10,169,14,109,32,12,11,17,4,,,1,,,,1,,,,,1,,1,1,1,1,,1,1,,,,,,,,,1,,,,2,1,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448072560184248,,320441214484434,"Mega Electrónicos Paraguay",,41,"01/22/2026 13:00",,,Total,2589,1108,0,21339.768,6.408,1103,0,46,37,0,9,8138.518,11456.681,1744.569,9.3653831990794,6.2810751096491,2.738726844584,0,0.99,1,1,0.99,0.82,0.74,0.64,0.57,0.5,0.46,0.43,0.39,0.36,0.34,0.33,0.32,0.31,0.3,0.29,0.28,0.27,0.26,0.25,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.2,0.19,0.18,0.17,0.16,0.16,0.15,0.15,0.13,0.12,0.11,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.97,0.94,0.91,0.9,0.86,0.82,0.8,0.78,0.76,0.74,0.73,0.71,0.7,0.7,0.69,0.64,0.61,0.59,0.56,0.54,0.52,0.5,0.46,0.42,0.39,0,0.31,1,233,183,132,163,140,80,53,22,30,15,31,11,599,143,88,31,25,27,16,10,12,14,2,,,3,2,51,10,46,4,11,6,1,2,,,,1,,,,,,,,,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334489298710403,,320441214484434,"Mega Electrónicos Paraguay",,58,"01/23/2026 12:53",,,Total,1935,545,0,8735.021,3.495,543,0,21,14,1,6,3850.989,3721.09,1162.942,5.4546586402266,2.9162147335423,2.2494042553191,0,1,1,1,0.65,0.45,0.36,0.27,0.25,0.22,0.21,0.18,0.16,0.14,0.13,0.11,0.1,0.1,0.09,0.08,0.08,0.07,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,1,1,1,1,1,1,1,0.96,0.85,0.76,0.69,0.65,1,1,1,1,0.61,0.59,0.53,0.48,0.46,0.42,0.39,0.38,0.35,0.34,0.32,0.29,0.28,0.27,0.27,0.25,0.25,0.23,0.23,0.23,0.22,0.22,0.2,0.2,0.17,0,0,0,102,106,62,77,52,37,43,13,9,14,17,5,282,84,31,13,23,15,7,7,7,9,1,,,1,,17,2,26,4,5,1,2,1,1,,1,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085319650386858,,320441214484434,"Mega Electrónicos Paraguay",,35,"01/24/2026 12:10",,,Total,1910,420,0,7094.397,2.578,411,0,12,6,0,6,1908.247,4027.368,1158.782,3.5601623134328,2.699308310992,1.6027413554633,0,0.99,0.99,1,1,0.79,0.64,0.52,0.45,0.4,0.36,0.32,0.29,0.25,0.23,0.22,0.21,0.19,0.18,0.18,0.17,0.16,0.15,0.14,0.12,0.12,0.11,0.1,0.08,0.07,0.05,0.05,0.04,0.03,0.03,0.02,0.02,0.02,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.92,0.87,0.83,0.8,0.74,0.67,0.6,0.6,0.57,0.51,0.41,0.34,0.27,0.26,0.21,0.19,0.17,0.16,0.13,0.12,,,,,0,0,0,62,70,28,60,70,40,28,11,12,12,16,6,267,31,22,11,13,7,7,7,5,5,,,,,,16,3,7,5,4,2,2,1,,2,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
